player,nation,position,squad,competition,age,born,90s,shotcreatingactions,shotcreatingaction_per90,sca_livepasses,sca_deadballs,sca_takeons,sca_shots,sca_foulsdrawn,sca_defaction,goalcreatingactions,gca_per90,gca_passlive,gca_deadball,gca_takeons,gca_shots,gca_foulsdrawn,gca_defaction
Evanilson,BRA,FW,Bournemouth,Premier League,24,1999,25.8,61,2.37,39,0,3,10,9,0,8,0.31,2,0,1,1,4,0
Jake Evans,,FW,Leicester City,Premier League,,,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonny Evans,NIR,DF,Manchester Utd,Premier League,36,1988,3.5,2,0.57,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Edu Expósito,ESP,MF,Espanyol,La Liga,27,1996,11.6,44,3.79,22,15,2,2,3,0,2,0.17,0,2,0,0,0,0
Eberechi Eze,ENG,"MF,FW",Crystal Palace,Premier League,26,1998,28.8,135,4.69,72,29,11,13,9,1,10,0.35,9,1,0,0,0,0
Abde Ezzalzouli,MAR,"FW,MF",Betis,La Liga,22,2001,22,66,2.99,43,0,10,8,4,1,7,0.32,4,0,0,2,1,0
Giovanni Fabbian,ITA,MF,Bologna,Serie A,21,2003,11.4,19,1.67,13,0,0,4,1,1,0,0,0,0,0,0,0,0
Łukasz Fabiański,POL,GK,West Ham,Premier League,39,1985,12.9,3,0.23,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Alieu Fadera,GAM,"FW,DF",Como,Serie A,22,2001,18.3,54,2.95,37,1,5,3,6,2,7,0.38,6,0,1,0,0,0
Wout Faes,BEL,DF,Leicester City,Premier League,26,1998,31.3,17,0.54,15,0,0,1,0,1,0,0,0,0,0,0,0,0
Nicolò Fagioli,ITA,MF,Fiorentina,Serie A,23,2001,10.7,43,4.02,32,5,1,4,1,0,4,0.37,3,0,0,1,0,0
Nicolò Fagioli,ITA,MF,Juventus,Serie A,23,2001,6.3,10,1.57,8,0,0,2,0,0,1,0.16,1,0,0,0,0,0
Romain Faivre,FRA,"MF,FW",Brest,Ligue 1,26,1998,10,33,3.3,19,5,3,1,4,1,4,0.4,3,0,0,1,0,0
Wladimiro Falcone,ITA,GK,Lecce,Serie A,29,1995,38,11,0.29,8,3,0,0,0,0,1,0.03,1,0,0,0,0,0
Davide Faraoni,ITA,DF,Hellas Verona,Serie A,32,1991,2.9,3,1.04,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdul Fatawu Issahaku,GHA,FW,Leicester City,Premier League,20,2004,6.4,17,2.64,10,0,2,1,4,0,3,0.47,2,0,0,1,0,0
Ansu Fati,ESP,FW,Barcelona,La Liga,21,2002,2.6,11,4.25,9,0,0,2,0,0,0,0,0,0,0,0,0,0
Khalil Fayad,FRA,"MF,FW",Montpellier,Ligue 1,20,2004,11.4,19,1.66,15,1,0,1,2,0,1,0.09,1,0,0,0,0,0
Jacopo Fazzini,ITA,MF,Empoli,Serie A,21,2003,15.4,49,3.19,34,2,3,3,7,0,7,0.46,7,0,0,0,0,0
Nabil Fekir,FRA,MF,Betis,La Liga,31,1993,2,12,6,9,2,0,0,0,1,1,0.5,0,1,0,0,0,0
Mattia Felici,ITA,"MF,FW",Cagliari,Serie A,23,2001,10.3,31,3.02,18,3,8,1,1,0,4,0.39,3,0,1,0,0,0
Luiz Felipe,ITA,DF,Marseille,Ligue 1,27,1997,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
João Félix,POR,"FW,MF",Chelsea,Premier League,24,1999,4.1,18,4.38,12,0,2,3,1,0,3,0.73,1,0,1,0,1,0
João Félix,POR,MF,Milan,Serie A,24,1999,8.4,35,4.14,25,1,3,3,3,0,6,0.71,4,0,0,1,1,0
Frank Feller,GER,GK,Heidenheim,Bundesliga,20,2004,1.3,1,0.74,0,1,0,0,0,0,1,0.74,0,1,0,0,0,0
Kiko Femenía,ESP,DF,Villarreal,La Liga,33,1991,24.7,43,1.74,35,3,2,0,0,3,5,0.2,5,0,0,0,0,0
Evan Ferguson,IRL,FW,West Ham,Premier League,19,2004,1.7,4,2.31,2,0,1,1,0,0,0,0,0,0,0,0,0,0
Evan Ferguson,IRL,FW,Brighton,Premier League,19,2004,2.7,4,1.47,3,0,1,0,0,0,0,0,0,0,0,0,0,0
Lewis Ferguson,SCO,MF,Bologna,Serie A,24,1999,10.9,32,2.93,27,3,1,0,0,1,1,0.09,1,0,0,0,0,0
Zinedine Ferhat,ALG,"FW,MF",Angers,Ligue 1,31,1993,9.4,32,3.39,20,10,1,1,0,0,1,0.11,1,0,0,0,0,0
Bruno Fernandes,POR,MF,Manchester Utd,Premier League,29,1994,33.5,193,5.76,136,37,5,6,7,2,13,0.39,10,2,0,1,0,0
Edimilson Fernandes,SUI,"MF,DF",Brest,Ligue 1,28,1996,12.3,16,1.3,11,1,0,1,2,1,1,0.08,1,0,0,0,0,0
Mateus Fernandes,POR,MF,Southampton,Premier League,20,2004,32.3,78,2.41,44,14,6,6,6,2,7,0.22,4,2,0,0,0,1
Aitor Fernández,ESP,GK,Osasuna,La Liga,33,1991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Álvaro Fernández,ESP,GK,Sevilla,La Liga,26,1998,8.3,3,0.36,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Enzo Fernández,ARG,MF,Chelsea,Premier League,23,2001,32.7,147,4.49,116,16,2,4,4,5,16,0.49,13,2,0,1,0,0
Pelayo Fernandez,ESP,DF,Rayo Vallecano,La Liga,21,2003,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Férnandez,ESP,FW,Espanyol,La Liga,22,2002,16.6,28,1.68,18,0,3,2,4,1,3,0.18,0,0,0,0,2,1
Valery Fernández,ESP,"MF,FW",Mallorca,La Liga,24,1999,3.4,5,1.45,4,0,0,0,0,1,3,0.87,2,0,0,0,0,1
Matias Fernandez-Pardo,BEL,"FW,MF",Lille,Ligue 1,19,2005,11.8,30,2.54,17,7,2,1,1,2,6,0.51,3,0,1,0,1,1
André Ferreira,POR,GK,Valladolid,La Liga,28,1996,6,1,0.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Ferri,FRA,MF,Montpellier,Ligue 1,32,1992,19.7,47,2.39,40,0,0,2,4,1,5,0.25,4,0,0,1,0,0
Daniel Fila,CZE,FW,Venezia,Serie A,21,2002,5.5,15,2.74,9,0,2,1,3,0,0,0,0,0,0,0,0,0
Karol Fila,POL,MF,Strasbourg,Ligue 1,26,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kilian Fischer,GER,DF,Wolfsburg,Bundesliga,23,2000,25.5,39,1.53,33,4,0,1,0,1,2,0.08,2,0,0,0,0,0
Mark Flekken,NED,GK,Brentford,Premier League,31,1993,36.4,10,0.27,6,4,0,0,0,0,2,0.05,0,2,0,0,0,0
Alessandro Florenzi,ITA,FW,Milan,Serie A,33,1991,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateo Flores,ESP,MF,Betis,La Liga,20,2004,1.7,2,1.18,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil Foden,ENG,"MF,FW",Manchester City,Premier League,24,2000,19.7,88,4.46,58,18,3,6,3,0,9,0.46,5,1,0,3,0,0
Malick Fofana,BEL,FW,Lyon,Ligue 1,19,2005,17.7,55,3.12,41,0,6,3,5,0,11,0.62,8,0,2,1,0,0
Rayan Fofana,FRA,"FW,MF",Lens,Ligue 1,18,2006,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seko Fofana,CIV,MF,Rennes,Ligue 1,29,1995,9.4,32,3.41,27,0,1,3,1,0,2,0.21,1,0,1,0,0,0
Wesley Fofana,FRA,DF,Chelsea,Premier League,23,2000,13,15,1.15,12,1,1,1,0,0,0,0,0,0,0,0,0,0
Yahia Fofana,CIV,GK,Angers,Ligue 1,23,2000,33,4,0.12,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Youssouf Fofana,FRA,MF,Milan,Serie A,25,1999,27.8,62,2.23,57,0,0,0,0,5,6,0.22,6,0,0,0,0,0
Jonas Föhrenbach,GER,DF,Heidenheim,Bundesliga,28,1996,20.4,34,1.67,30,1,1,1,1,0,4,0.2,3,1,0,0,0,0
Michael Folorunsho,ITA,"FW,MF",Fiorentina,Serie A,26,1998,7.2,14,1.94,9,0,2,1,1,1,1,0.14,1,0,0,0,0,0
Michael Folorunsho,ITA,"FW,MF",Napoli,Serie A,26,1998,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamine Fomba,FRA,MF,Saint-Étienne,Ligue 1,26,1998,2.4,4,1.66,3,0,0,0,0,1,0,0,0,0,0,0,0,0
Carlos Forbs,POR,"MF,FW",Wolves,Premier League,20,2004,2.7,5,1.89,3,0,2,0,0,0,1,0.38,1,0,0,0,0,0
Pablo Fornals,ESP,"MF,FW",Betis,La Liga,28,1996,20.3,88,4.33,78,5,2,3,0,0,9,0.44,9,0,0,0,0,0
Omari Forson,ENG,"MF,FW",Monza,Serie A,20,2004,2.5,14,5.65,10,1,2,0,1,0,0,0,0,0,0,0,0,0
Fraser Forster,ENG,GK,Tottenham,Premier League,36,1988,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Héctor Fort,ESP,DF,Barcelona,La Liga,17,2006,6.5,16,2.46,15,1,0,0,0,0,1,0.15,1,0,0,0,0,0
Dimitri Foulquier,FRA,DF,Valencia,La Liga,31,1993,25.5,36,1.41,26,4,1,3,0,2,4,0.16,3,0,0,1,0,0
Juan Foyth,ARG,DF,Villarreal,La Liga,26,1998,16.9,20,1.19,19,0,0,1,0,0,1,0.06,1,0,0,0,0,0
Fran,ESP,GK,Real Madrid,La Liga,19,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matheus França,BRA,"MF,FW",Crystal Palace,Premier League,20,2004,0.6,3,4.91,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Alejandro Francés,ESP,DF,Girona,La Liga,21,2002,13,16,1.23,15,0,0,1,0,0,1,0.08,1,0,0,0,0,0
Przemysław Frankowski,POL,DF,Lens,Ligue 1,29,1995,15.4,46,2.99,38,6,0,1,1,0,5,0.32,5,0,0,0,0,0
Enric Franquesa,ESP,"DF,FW",Leganés,La Liga,27,1997,6.8,6,0.88,4,0,0,1,0,1,0,0,0,0,0,0,0,0
Ryan Fraser,SCO,"FW,DF",Southampton,Premier League,30,1994,3.4,5,1.47,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Davide Frattesi,ITA,MF,Inter,Serie A,24,1999,12.9,19,1.4,13,0,2,2,2,0,2,0.15,1,0,0,0,1,0
Tyler Fredricson,ENG,DF,Manchester Utd,Premier League,19,2005,1.8,3,1.63,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Morten Frendrup,DEN,MF,Genoa,Serie A,23,2001,34.5,53,1.54,46,0,0,0,3,4,4,0.12,4,0,0,0,0,0
Martin Frese,DEN,DF,Hellas Verona,Serie A,26,1998,6.1,10,1.64,5,3,0,1,1,0,1,0.16,0,0,0,0,1,0
Remo Freuler,SUI,MF,Bologna,Serie A,32,1992,35.6,74,2.08,65,2,1,0,1,5,3,0.08,2,0,0,0,0,1
Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,26,1998,24,13,0.54,9,2,0,2,0,0,0,0,0,0,0,0,0,0
Marvin Friedrich,GER,DF,Gladbach,Bundesliga,28,1995,11,9,0.82,8,0,0,1,0,0,1,0.09,0,0,0,1,0,0
Jeremie Frimpong,NED,"DF,MF",Leverkusen,Bundesliga,23,2000,25.7,66,2.57,53,0,3,4,3,3,11,0.43,7,0,1,1,1,1
Jorge de Frutos,ESP,"FW,MF",Rayo Vallecano,La Liga,27,1997,27.7,62,2.24,48,0,6,2,4,2,10,0.36,5,0,3,0,1,1
Darío Fuentes,ESP,DF,Sevilla,La Liga,21,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Führich,GER,"MF,FW",Stuttgart,Bundesliga,26,1998,22,85,3.86,68,6,4,7,0,0,8,0.36,6,1,0,1,0,0
Shiō Fukuda,JPN,FW,Gladbach,Bundesliga,20,2004,0.7,2,3,2,0,0,0,0,0,1,1.5,1,0,0,0,0,0
Angelo Fulgini,FRA,"MF,FW",Lens,Ligue 1,27,1996,11.6,54,4.65,42,9,0,2,1,0,2,0.17,2,0,0,0,0,0
Niclas Füllkrug,GER,FW,West Ham,Premier League,31,1993,8.8,22,2.5,20,0,0,2,0,0,2,0.23,1,0,0,1,0,0
Kyogo Furuhashi,JPN,FW,Rennes,Ligue 1,29,1995,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuel Fuster,ESP,"FW,MF",Las Palmas,La Liga,26,1997,11.1,56,5.02,44,8,1,1,1,1,6,0.54,5,0,0,0,0,1
Matteo Gabbia,ITA,DF,Milan,Serie A,24,1999,23.9,22,0.92,16,3,0,1,1,1,3,0.13,1,0,0,1,0,1
Tommaso Gabellini,ITA,FW,Torino,Serie A,17,2006,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiago Gabriel,POR,DF,Lecce,Serie A,19,2004,1.1,1,0.94,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alessandro Gabrielloni,ITA,"FW,MF",Como,Serie A,30,1994,1.6,6,3.78,4,0,0,1,1,0,1,0.63,1,0,0,0,0,0
Gianluca Gaetano,ITA,"MF,FW",Cagliari,Serie A,24,2000,11.2,48,4.28,29,6,4,6,3,0,5,0.45,5,0,0,0,0,0
Roberto Gagliardini,ITA,"MF,DF",Monza,Serie A,30,1994,2,4,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Cody Gakpo,NED,FW,Liverpool,Premier League,25,1999,21.5,80,3.72,57,0,9,7,5,2,8,0.37,3,0,3,1,1,0
Javi Galán,ESP,DF,Atlético Madrid,La Liga,29,1994,19.8,33,1.66,30,1,1,0,1,0,6,0.3,6,0,0,0,0,0
Iñigo Ruiz de Galarreta,ESP,MF,Athletic Club,La Liga,30,1993,16.4,50,3.04,43,4,2,1,0,0,6,0.37,4,2,0,0,0,0
Conor Gallagher,ENG,MF,Atlético Madrid,La Liga,24,2000,18.1,32,1.76,24,0,4,0,3,1,8,0.44,5,0,1,0,1,1
Antonino Gallo,ITA,DF,Lecce,Serie A,24,2000,29,72,2.48,56,14,1,0,1,0,3,0.1,3,0,0,0,0,0
Gauthier Gallon,FRA,GK,Rennes,Ligue 1,31,1993,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristian Gamboa,CRC,DF,Bochum,Bundesliga,34,1989,2.5,6,2.39,4,0,0,0,2,0,0,0,0,0,0,0,0,0
Idrissa Gana Gueye,SEN,MF,Everton,Premier League,34,1989,34,60,1.76,52,0,1,2,3,2,4,0.12,4,0,0,0,0,0
Ignatius Ganago,CMR,"FW,MF",Nantes,Ligue 1,25,1999,2.7,7,2.62,5,0,1,1,0,0,1,0.37,1,0,0,0,0,0
Silvère Ganvoula M'Boussy,CGO,FW,Monza,Serie A,28,1996,3.6,4,1.1,2,0,0,1,1,0,0,0,0,0,0,0,0,0
Facundo Garcés,MAS,DF,Alavés,La Liga,24,1999,7.5,3,0.4,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Aleix García,ESP,MF,Leverkusen,Bundesliga,27,1997,16.2,60,3.71,39,16,0,4,0,1,10,0.62,5,3,0,2,0,0
Álvaro García,ESP,"FW,MF",Rayo Vallecano,La Liga,31,1992,28.4,104,3.66,82,0,2,13,5,2,7,0.25,6,0,0,1,0,0
Andrés García,ESP,"DF,MF",Aston Villa,Premier League,21,2003,3.5,3,0.85,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric García,ESP,"DF,MF",Barcelona,La Liga,23,2001,17.4,32,1.84,29,0,0,3,0,0,7,0.4,6,0,0,1,0,0
Fran Garcia,ESP,DF,Real Madrid,La Liga,24,1999,24.1,56,2.32,50,0,1,3,0,2,3,0.12,3,0,0,0,0,0
Gonzalo García,ESP,"FW,DF",Real Madrid,La Liga,20,2004,0.6,2,3.21,2,0,0,0,0,0,1,1.61,1,0,0,0,0,0
Joan García,ESP,GK,Espanyol,La Liga,23,2001,38,9,0.24,5,4,0,0,0,0,1,0.03,0,1,0,0,0,0
Pablo Garcia,ESP,FW,Betis,La Liga,17,2006,0.4,2,4.62,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Rubén García,ESP,"FW,MF",Osasuna,La Liga,31,1993,26.8,104,3.88,62,32,2,4,4,0,12,0.45,8,1,0,1,2,0
Ulisses Garcia,SUI,DF,Marseille,Ligue 1,28,1996,10.3,20,1.93,15,0,2,0,2,1,7,0.68,5,0,1,0,1,0
Unai García,ESP,DF,Osasuna,La Liga,32,1992,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alejandro Garnacho,ARG,"MF,FW",Manchester Utd,Premier League,20,2004,24.4,83,3.4,64,1,3,9,6,0,6,0.25,4,0,0,1,1,0
James Garner,ENG,"MF,DF",Everton,Premier League,23,2001,17.7,39,2.2,27,11,0,0,0,1,5,0.28,4,1,0,0,0,0
Yarek Gasiorowski,ESP,DF,Valencia,La Liga,19,2005,10.5,7,0.67,5,1,0,0,1,0,0,0,0,0,0,0,0,0
Federico Gatti,ITA,DF,Juventus,Serie A,26,1998,24.4,26,1.07,17,0,1,5,1,2,2,0.08,0,0,0,1,1,0
Gavi,ESP,"MF,FW",Barcelona,La Liga,19,2004,12.1,39,3.24,37,0,1,1,0,0,4,0.33,4,0,0,0,0,0
Paulo Gazzaniga,ARG,GK,Girona,La Liga,32,1992,35.5,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Philippe Gbamin,CIV,MF,Nantes,Ligue 1,28,1995,2.4,4,1.67,3,0,0,0,1,0,0,0,0,0,0,0,0,0
Mory Gbane,CIV,"DF,MF",Reims,Ligue 1,23,2000,12.5,18,1.44,16,1,0,0,1,0,1,0.08,1,0,0,0,0,0
Yann Gboho,FRA,"MF,FW",Toulouse,Ligue 1,23,2001,25.9,87,3.36,63,0,12,5,6,1,7,0.27,5,0,0,2,0,0
David de Gea,ESP,GK,Fiorentina,Serie A,33,1990,34,10,0.29,8,2,0,0,0,0,3,0.09,2,1,0,0,0,0
Viggo Gebel,GER,MF,RB Leipzig,Bundesliga,16,2007,0.2,1,6.43,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lutsharel Geertruida,NED,DF,RB Leipzig,Bundesliga,24,2000,17.3,25,1.45,22,1,0,0,0,2,1,0.06,1,0,0,0,0,0
Dennis Geiger,GER,"MF,FW",Hoffenheim,Bundesliga,26,1998,8.2,26,3.18,23,1,1,0,1,0,0,0,0,0,0,0,0,0
Valentin Gendrey,FRA,DF,Lecce,Serie A,24,2000,2,3,1.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Valentin Gendrey,FRA,DF,Hoffenheim,Bundesliga,24,2000,15.7,37,2.36,27,5,1,2,2,0,4,0.25,1,2,0,0,1,0
Denis Genreau,AUS,MF,Toulouse,Ligue 1,25,1999,2.5,8,3.24,6,1,0,1,0,0,0,0,0,0,0,0,0,0
Tyrique George,ENG,FW,Chelsea,Premier League,18,2006,2,7,3.44,6,0,1,0,0,0,1,0.49,1,0,0,0,0,0
Yannick Gerhardt,GER,"MF,DF",Wolfsburg,Bundesliga,30,1994,16.9,29,1.72,23,0,1,1,4,0,2,0.12,1,0,0,0,1,0
Max Geschwill,GER,DF,Holstein Kiel,Bundesliga,23,2001,14.2,24,1.68,18,2,0,2,0,2,2,0.14,1,0,0,0,0,1
Daniele Ghilardi,ITA,DF,Hellas Verona,Serie A,21,2003,22.5,16,0.71,11,0,0,0,4,1,1,0.04,1,0,0,0,0,0
Lautaro Gianetti,ARG,DF,Udinese,Serie A,30,1993,9.8,4,0.41,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Dimitris Giannoulis,GRE,DF,Augsburg,Bundesliga,28,1995,29.4,76,2.58,66,4,2,2,1,1,6,0.2,5,0,0,1,0,0
Morgan Gibbs-White,ENG,MF,Nott'ham Forest,Premier League,24,2000,31.1,115,3.69,94,0,3,8,5,5,19,0.61,13,0,0,4,1,1
Samuel Gigot,FRA,DF,Lazio,Serie A,30,1993,7.6,6,0.79,6,0,0,0,0,0,1,0.13,1,0,0,0,0,0
Armin Gigovic,BIH,MF,Holstein Kiel,Bundesliga,22,2002,21.1,39,1.85,29,2,1,1,6,0,7,0.33,3,1,1,0,2,0
Bryan Gil,ESP,"FW,MF",Girona,La Liga,23,2001,19.1,56,2.93,39,3,8,1,4,1,5,0.26,5,0,0,0,0,0
Mario Gila,ESP,DF,Lazio,Serie A,23,2000,30.5,38,1.25,34,1,0,2,0,1,1,0.03,1,0,0,0,0,0
Billy Gilmour,SCO,MF,Brighton,Premier League,23,2001,1.1,3,2.76,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy Gilmour,SCO,MF,Napoli,Serie A,23,2001,13.1,40,3.06,29,6,1,2,2,0,4,0.31,4,0,0,0,0,0
Benedikt Gimber,GER,DF,Heidenheim,Bundesliga,27,1997,29.7,15,0.51,12,0,0,1,1,1,1,0.03,0,0,0,0,1,0
Santiago Giménez,MEX,FW,Milan,Serie A,23,2001,7.4,16,2.15,11,0,4,1,0,0,4,0.54,2,0,2,0,0,0
Gvidas Gineitis,LTU,MF,Torino,Serie A,20,2004,15.9,39,2.45,26,6,0,4,2,1,2,0.13,1,0,0,0,0,1
Matthias Ginter,GER,DF,Freiburg,Bundesliga,30,1994,28.5,27,0.95,20,2,0,3,2,0,4,0.14,3,0,0,0,1,0
Jamie Gittens,ENG,"FW,MF",Dortmund,Bundesliga,19,2004,19.7,73,3.7,34,0,29,7,3,0,10,0.51,4,0,6,0,0,0
Serge Gnabry,GER,"FW,MF",Bayern Munich,Bundesliga,29,1995,13.8,56,4.06,44,0,8,2,0,2,13,0.94,8,0,4,0,0,1
Ben Godfrey,ENG,DF,Ipswich Town,Premier League,26,1998,1.8,1,0.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Godfrey,ENG,DF,Atalanta,Serie A,26,1998,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martial Godo,ENG,"FW,DF",Fulham,Premier League,21,2003,0.3,1,3.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Saba Goglichidze,GEO,DF,Empoli,Serie A,20,2004,28.2,13,0.46,11,0,0,0,0,2,2,0.07,2,0,0,0,0,0
Edoardo Goldaniga,ITA,DF,Como,Serie A,30,1993,28.1,25,0.89,18,2,0,5,0,0,3,0.11,2,0,0,1,0,0
Michael Golding,ENG,MF,Leicester City,Premier League,18,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierluigi Gollini,ITA,GK,Genoa,Serie A,29,1995,7,4,0.57,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Aleksandr Golovin,RUS,"MF,FW",Monaco,Ligue 1,28,1996,12.8,48,3.74,36,3,4,4,1,0,1,0.08,1,0,0,0,0,0
André Gomes,POR,MF,Lille,Ligue 1,31,1993,14.2,26,1.83,24,0,2,0,0,0,1,0.07,1,0,0,0,0,0
Angel Gomes,ENG,MF,Lille,Ligue 1,23,2000,8.2,28,3.42,24,2,0,0,2,0,3,0.37,3,0,0,0,0,0
João Gomes,BRA,MF,Wolves,Premier League,23,2001,33,67,2.03,53,1,5,2,2,4,4,0.12,4,0,0,0,0,0
Rodrigo Gomes,POR,"DF,FW",Wolves,Premier League,21,2003,9,22,2.45,18,1,2,1,0,0,1,0.11,0,1,0,0,0,0
Toti Gomes,POR,DF,Wolves,Premier League,25,1999,29,21,0.72,20,0,0,1,0,0,1,0.03,1,0,0,0,0,0
Carlos Gómez,COL,"MF,DF",Rennes,Ligue 1,21,2002,4.2,12,2.83,10,0,1,0,1,0,0,0,0,0,0,0,0,0
Dani Gómez,ESP,FW,Valencia,La Liga,26,1998,5.9,6,1.02,4,0,0,1,0,1,0,0,0,0,0,0,0,0
Diego Gómez,PAR,MF,Brighton,Premier League,21,2003,5.7,19,3.32,14,3,0,1,1,0,4,0.7,2,1,0,0,1,0
Joe Gomez,ENG,DF,Liverpool,Premier League,27,1997,5.8,5,0.87,5,0,0,0,0,0,1,0.17,1,0,0,0,0,0
Moi Gómez,ESP,"MF,FW",Osasuna,La Liga,30,1994,8.8,19,2.15,16,3,0,0,0,0,0,0,0,0,0,0,0,0
Sergi Gómez,ESP,DF,Espanyol,La Liga,32,1992,7.4,4,0.54,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Gómez,ESP,"MF,DF",Real Sociedad,La Liga,23,2000,30.4,102,3.35,51,44,1,3,2,1,10,0.33,7,3,0,0,0,0
Unai Gómez,ESP,"MF,FW",Athletic Club,La Liga,21,2003,14.3,23,1.61,15,4,1,2,1,0,3,0.21,2,0,0,1,0,0
Tidiam Gomis,FRA,"MF,FW",RB Leipzig,Bundesliga,17,2006,1.7,9,5.33,6,0,2,1,0,0,1,0.59,1,0,0,0,0,0
Fabio González,ESP,MF,Las Palmas,La Liga,27,1997,0.6,2,3.4,2,0,0,0,0,0,1,1.7,1,0,0,0,0,0
Nicolás González,ESP,MF,Manchester City,Premier League,22,2002,8.4,15,1.77,13,0,0,1,1,0,3,0.35,2,0,0,0,1,0
Nicolás González,ARG,"FW,MF",Juventus,Serie A,26,1998,19.4,47,2.42,32,2,3,5,4,1,4,0.21,3,0,0,1,0,0
Peter González,DOM,"MF,FW",Getafe,La Liga,22,2002,5.3,13,2.44,7,1,0,3,1,1,1,0.19,1,0,0,0,0,0
Urko González,ESP,MF,Espanyol,La Liga,23,2001,15.3,23,1.51,19,0,2,1,1,0,5,0.33,5,0,0,0,0,0
Urko González,ESP,MF,Real Sociedad,La Liga,23,2001,0.5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Gordon,ENG,"FW,MF",Newcastle Utd,Premier League,23,2001,27,101,3.74,73,10,7,3,8,0,12,0.44,9,1,1,0,1,0
Leon Goretzka,GER,"MF,DF",Bayern Munich,Bundesliga,29,1995,14.7,28,1.9,21,0,2,2,1,2,2,0.14,2,0,0,0,0,0
Mathieu Gorgelin,FRA,GK,Le Havre,Ligue 1,33,1990,16,2,0.12,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Andoni Gorosabel,ESP,DF,Athletic Club,La Liga,27,1996,16.5,32,1.94,29,2,1,0,0,0,2,0.12,2,0,0,0,0,0
Robin Gosens,GER,DF,Fiorentina,Serie A,30,1994,27,66,2.36,51,6,2,5,1,1,14,0.5,8,2,0,4,0,0
Robin Gosens,GER,DF,Union Berlin,Bundesliga,30,1994,1,5,5,3,0,0,1,0,1,1,1,1,0,0,0,0,0
Mario Götze,GER,"MF,FW",Eint Frankfurt,Bundesliga,32,1992,17.1,58,3.39,54,3,0,0,1,0,3,0.18,3,0,0,0,0,0
Amine Gouiri,ALG,"FW,MF",Marseille,Ligue 1,24,2000,11.6,56,4.81,24,18,3,10,1,0,7,0.6,3,1,1,2,0,0
Amine Gouiri,ALG,"MF,FW",Rennes,Ligue 1,24,2000,11.5,29,2.52,21,1,5,2,0,0,4,0.35,3,0,1,0,0,0
Lucas Gourna-Douath,FRA,MF,Roma,Serie A,20,2003,2.5,4,1.58,3,0,1,0,0,0,0,0,0,0,0,0,0,0
Jeffrey Gouweleeuw,NED,DF,Augsburg,Bundesliga,33,1991,32.7,34,1.04,29,4,0,0,0,1,5,0.15,3,1,0,0,0,1
Kamil Grabara,POL,GK,Wolfsburg,Bundesliga,25,1999,28.7,6,0.21,5,1,0,0,0,0,0,0,0,0,0,0,0,0
