player,nation,position,squad,competition,age,born,matches_played,starts,min,90s,goals,assists,g+a,npg,pk,pk_att,yellowcards,redcards,xg,npxg,xag,npxg+xag,progressive_carries,progressive_passes,progressivepassses_rec,goals_per90,assist_per90,g+a_per90,npg_per90,npg+ass_per90,xg_per90,xag_per90,xg+xag_per90,npxg_per90,npxg+xag_per90
Jean-Charles Castelletto,CMR,"DF,MF",Nantes,Ligue 1,29,1995,30,30,2620,29.1,0,0,0,0,0,0,5,1,1.8,1.8,0.1,1.9,21,87,19,0,0,0,0,0,0.06,0,0.06,0.06,0.06
Santiago Castro,ARG,FW,Bologna,Serie A,19,2004,36,27,2294,25.5,8,4,12,8,0,1,7,0,7.7,6.9,2.9,9.8,17,39,136,0.31,0.16,0.47,0.31,0.47,0.3,0.11,0.41,0.27,0.38
Gaetano Castrovilli,ITA,MF,Monza,Serie A,27,1997,12,7,596,6.6,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,10,24,28,0,0,0,0,0,0.05,0.06,0.11,0.05,0.11
Gaetano Castrovilli,ITA,"MF,FW",Lazio,Serie A,27,1997,9,1,148,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.8,5,10,6,0,0,0,0,0,0.05,0.44,0.49,0.05,0.49
Danilo Cataldi,ITA,MF,Fiorentina,Serie A,29,1994,24,22,1712,19,3,0,3,3,0,0,1,0,1.1,1.1,0.8,1.9,18,90,16,0.16,0,0.16,0.16,0.16,0.06,0.04,0.1,0.06,0.1
Catena,ESP,DF,Osasuna,La Liga,29,1994,35,35,3074,34.2,1,3,4,1,0,0,11,0,2.2,2.2,2.3,4.5,9,89,4,0.03,0.09,0.12,0.03,0.12,0.07,0.07,0.13,0.07,0.13
Maximiliano Caufriez,BEL,DF,Valencia,La Liga,27,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Enzo Caumont,FRA,MF,Angers,Ligue 1,20,2004,2,0,34,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dani Ceballos,ESP,MF,Real Madrid,La Liga,27,1996,23,15,1215,13.5,0,0,0,0,0,0,4,0,0.4,0.4,1.6,2,42,150,17,0,0,0,0,0,0.03,0.12,0.15,0.03,0.15
Abdoulie Ceesay,GAM,FW,St. Pauli,Bundesliga,20,2004,7,0,60,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0.03,0.03,0,0.03
Zeki Çelik,TUR,DF,Roma,Serie A,27,1997,31,27,2256,25.1,0,2,2,0,0,0,5,0,0.6,0.6,1.6,2.2,28,106,93,0,0.08,0.08,0,0.08,0.02,0.07,0.09,0.02,0.09
Fabien Centonze,FRA,DF,Nantes,Ligue 1,28,1996,7,3,265,2.9,0,0,0,0,0,0,0,0,0,0,0.2,0.2,10,15,31,0,0,0,0,0,0,0.05,0.05,0,0.05
Alberto Cerri,ITA,FW,Como,Serie A,28,1996,5,0,87,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,11,0,0,0,0,0,1.05,0,1.05,1.05,1.05
Franco Cervi,ARG,"FW,MF",Celta Vigo,La Liga,30,1994,7,4,273,3,0,0,0,0,0,0,1,0,0,0,0.3,0.3,3,14,21,0,0,0,0,0,0,0.11,0.11,0,0.11
Julian Chabot,GER,DF,Stuttgart,Bundesliga,26,1998,31,27,2269,25.2,3,1,4,3,0,0,11,1,2,1.8,0.5,2.4,7,108,5,0.12,0.04,0.16,0.12,0.16,0.08,0.02,0.1,0.07,0.09
El Chadaille Bitshiabu,FRA,DF,RB Leipzig,Bundesliga,19,2005,21,13,1130,12.6,0,0,0,0,0,0,2,1,0.3,0.3,0.4,0.7,4,69,2,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05
Fares Chaïbi,ALG,"MF,FW",Eint Frankfurt,Bundesliga,21,2002,26,10,1013,11.3,1,3,4,1,0,0,2,0,2.6,2.6,2.9,5.5,20,52,73,0.09,0.27,0.36,0.09,0.36,0.23,0.26,0.49,0.23,0.49
Trevoh Chalobah,ENG,DF,Crystal Palace,Premier League,25,1999,12,12,1060,11.8,3,0,3,3,0,0,1,0,1.2,1.2,0.4,1.6,11,34,6,0.25,0,0.25,0.25,0.25,0.1,0.03,0.14,0.1,0.14
Trevoh Chalobah,ENG,DF,Chelsea,Premier League,25,1999,13,11,910,10.1,0,1,1,0,0,0,2,0,0.8,0.8,1.2,2,4,37,2,0,0.1,0.1,0,0.1,0.08,0.12,0.19,0.08,0.19
Timothy Chandler,USA,DF,Eint Frankfurt,Bundesliga,34,1990,3,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0
Conor Chaplin,ENG,"MF,FW",Ipswich Town,Premier League,27,1997,22,10,857,9.5,1,1,2,1,0,0,2,0,1.5,1.5,0.7,2.2,13,29,23,0.11,0.11,0.21,0.11,0.21,0.16,0.07,0.23,0.16,0.23
Brendan Chardonnet,FRA,DF,Brest,Ligue 1,29,1994,27,27,2416,26.8,1,0,1,1,0,0,6,0,0.8,0.8,1.2,2,7,51,5,0.04,0,0.04,0.04,0.04,0.03,0.04,0.07,0.03,0.07
Gabriel Charpentier,CGO,FW,Parma,Serie A,25,1999,10,0,271,3,1,2,3,1,0,0,1,0,1.3,1.3,0.9,2.3,6,7,16,0.33,0.66,1,0.33,1,0.44,0.31,0.75,0.44,0.75
Raúl Chasco,ESP,DF,Valladolid,La Liga,20,2003,2,1,130,1.4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0.02,0.02,0,0.02
Anrie Chase,JPN,DF,Stuttgart,Bundesliga,20,2004,12,7,734,8.2,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,6,28,2,0,0,0,0,0,0.02,0,0.02,0.02,0.02
Pep Chavarría,ESP,"DF,FW",Rayo Vallecano,La Liga,26,1998,34,28,2585,28.7,0,1,1,0,0,0,3,0,1.2,1.2,1.9,3.1,59,114,133,0,0.03,0.03,0,0.03,0.04,0.07,0.11,0.04,0.11
Arthur Chaves,BRA,DF,Hoffenheim,Bundesliga,23,2001,26,24,2185,24.3,1,0,1,1,0,0,8,0,0.8,0.8,0.1,0.9,10,57,13,0.04,0,0.04,0.04,0.04,0.03,0,0.04,0.03,0.04
Jhoanner Chávez,ECU,"DF,MF",Lens,Ligue 1,22,2002,10,7,596,6.6,1,0,1,1,0,0,1,0,0.3,0.3,0.7,1,14,9,36,0.15,0,0.15,0.15,0.15,0.04,0.11,0.15,0.04,0.15
Walid Cheddira,MAR,FW,Napoli,Serie A,26,1998,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.2,0.2,0,0.2
Walid Cheddira,MAR,FW,Espanyol,La Liga,26,1998,22,5,640,7.1,1,1,2,1,0,0,3,0,1,1,1.2,2.2,8,12,34,0.14,0.14,0.28,0.14,0.28,0.14,0.17,0.31,0.14,0.31
Chema,ESP,MF,Real Madrid,La Liga,19,2005,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Théo Chennahi,FRA,DF,Montpellier,Ligue 1,19,2005,4,2,181,2,0,0,0,0,0,0,2,0,0.2,0.2,0,0.2,1,0,3,0,0,0,0,0,0.08,0.01,0.09,0.08,0.09
Sidiki Cherif,FRA,FW,Angers,Ligue 1,17,2006,7,3,324,3.6,0,0,0,0,0,0,0,0,0.7,0.7,0.2,0.9,8,3,16,0,0,0,0,0,0.2,0.05,0.25,0.2,0.25
Rayan Cherki,FRA,"FW,MF",Lyon,Ligue 1,20,2003,30,22,2041,22.7,8,11,19,8,0,0,3,0,5,5,11.1,16.1,106,206,184,0.35,0.49,0.84,0.35,0.84,0.22,0.49,0.71,0.22,0.71
Youssef Chermiti,POR,"FW,MF",Everton,Premier League,20,2004,4,0,45,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,1,6,0,0,0,0,0,0.22,0,0.22,0.22,0.22
Lucas Chevalier,FRA,GK,Lille,Ligue 1,22,2001,34,34,3060,34,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,1,0,0,0,0,0,0,0,0.03,0.03,0,0.03
Fabio Chiarodia,ITA,DF,Gladbach,Bundesliga,19,2005,16,3,379,4.2,1,0,1,1,0,0,0,0,0.3,0.3,0.4,0.7,1,10,1,0.24,0,0.24,0.24,0.24,0.07,0.1,0.17,0.07,0.17
Julián Chicco,ARG,"MF,DF",Leganés,La Liga,26,1998,14,2,302,3.4,0,1,1,0,0,0,0,0,0.5,0.5,0.2,0.6,8,16,7,0,0.3,0.3,0,0.3,0.14,0.05,0.19,0.14,0.19
Leandro Chichizola,ARG,GK,Parma,Serie A,34,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Federico Chiesa,ITA,FW,Liverpool,Premier League,26,1997,6,1,108,1.2,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,3,3,7,0,0,0,0,0,0.28,0.15,0.43,0.28,0.43
Ben Chilwell,ENG,DF,Crystal Palace,Premier League,27,1996,8,1,259,2.9,1,0,1,1,0,0,1,0,0.2,0.2,0.8,1.1,5,8,15,0.35,0,0.35,0.35,0.35,0.08,0.29,0.37,0.08,0.37
Chiquinho,POR,MF,Wolves,Premier League,24,2000,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.42,0,0.42
Chiquinho,POR,"MF,FW",Mallorca,La Liga,24,2000,8,1,146,1.6,0,0,0,0,0,0,2,0,0.3,0.3,0,0.3,4,1,12,0,0,0,0,0,0.19,0.02,0.21,0.19,0.21
Pedro Chirivella,ESP,MF,Nantes,Ligue 1,27,1997,30,28,2348,26.1,0,2,2,0,0,0,6,0,0.5,0.5,1.8,2.2,16,170,25,0,0.08,0.08,0,0.08,0.02,0.07,0.09,0.02,0.09
Joris Chotard,FRA,MF,Montpellier,Ligue 1,22,2001,26,23,1892,21,1,0,1,1,0,0,5,0,1.3,1.3,0.5,1.7,20,80,35,0.05,0,0.05,0.05,0.05,0.06,0.02,0.09,0.06,0.09
Hamza Choudhury,BAN,"MF,DF",Leicester City,Premier League,26,1997,4,1,131,1.5,0,0,0,0,0,0,0,0,0,0,0.4,0.4,4,3,6,0,0,0,0,0,0,0.27,0.27,0,0.27
Andreas Christensen,DEN,DF,Barcelona,La Liga,28,1996,5,2,254,2.8,0,0,0,0,0,0,3,0,0,0,0,0.1,1,15,1,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02
Ryan Christie,SCO,MF,Bournemouth,Premier League,29,1995,29,27,2117,23.5,2,3,5,2,0,0,9,0,1.8,1.8,3.5,5.4,34,137,44,0.09,0.13,0.21,0.09,0.21,0.08,0.15,0.23,0.08,0.23
Carney Chukwuemeka,ENG,MF,Dortmund,Bundesliga,20,2003,10,1,253,2.8,1,0,1,1,0,0,1,0,0.6,0.6,0.9,1.5,15,18,24,0.36,0,0.36,0.36,0.36,0.21,0.32,0.54,0.21,0.54
Samuel Chukwueze,NGA,"FW,MF",Milan,Serie A,25,1999,26,9,925,10.3,3,2,5,3,0,0,0,0,2.7,2.7,3,5.7,48,36,116,0.29,0.19,0.49,0.29,0.49,0.26,0.29,0.56,0.26,0.56
Aaron Ciammaglichella,ITA,MF,Torino,Serie A,19,2005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jasper Cillessen,NED,GK,Las Palmas,La Liga,35,1989,27,27,2335,25.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giuseppe Ciocci,ITA,GK,Cagliari,Serie A,22,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alessandro Circati,AUS,DF,Parma,Serie A,20,2003,6,6,540,6,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,1,10,0,0,0,0,0,0,0.05,0,0.06,0.05,0.06
Pathé Ciss,SEN,"MF,DF",Rayo Vallecano,La Liga,30,1994,33,25,2140,23.8,4,1,5,4,0,0,12,0,1.8,1.7,1.1,2.8,19,128,12,0.17,0.04,0.21,0.17,0.21,0.08,0.05,0.12,0.07,0.12
Alphadjo Cissè,ITA,"FW,MF",Hellas Verona,Serie A,17,2006,2,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.46,0,0.46,0.46,0.46
Djaoui Cissé,FRA,MF,Rennes,Ligue 1,20,2004,14,14,1121,12.5,1,0,1,1,0,0,4,0,0.4,0.4,0.2,0.7,16,84,14,0.08,0,0.08,0.08,0.08,0.03,0.02,0.05,0.03,0.05
Seydouba Cissé,GUI,MF,Leganés,La Liga,23,2001,34,31,2435,27.1,3,1,4,3,0,0,3,1,3,3,1,4,26,110,42,0.11,0.04,0.15,0.11,0.15,0.11,0.04,0.15,0.11,0.15
Yoann Cissé,FRA,MF,Auxerre,Ligue 1,19,2004,2,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Patrick Ciurria,ITA,"MF,DF",Monza,Serie A,29,1995,21,12,1111,12.3,1,1,2,1,0,0,1,0,0.8,0.8,2.3,3.1,19,27,52,0.08,0.08,0.16,0.08,0.16,0.07,0.18,0.25,0.07,0.25
Harry Clarke,ENG,DF,Ipswich Town,Premier League,23,2001,7,4,379,4.2,0,0,0,0,0,0,3,1,0.1,0.1,0,0.1,5,14,2,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03
Jack Clarke,ENG,"FW,MF",Ipswich Town,Premier League,23,2000,32,12,1181,13.1,0,4,4,0,0,0,2,0,1.2,1.2,2.3,3.5,39,44,57,0,0.3,0.3,0,0.3,0.09,0.17,0.26,0.09,0.26
Alexis Claude-Maurice,FRA,"MF,FW",Augsburg,Bundesliga,26,1998,28,25,2109,23.4,9,2,11,9,0,0,4,0,4.7,4.7,1.2,5.9,59,61,102,0.38,0.09,0.47,0.38,0.47,0.2,0.05,0.25,0.2,0.25
Jonathan Clauss,FRA,"DF,MF",Nice,Ligue 1,31,1992,28,27,2303,25.6,3,8,11,3,0,0,7,0,2.2,2.2,7.7,9.9,53,105,160,0.12,0.31,0.43,0.12,0.43,0.09,0.3,0.39,0.09,0.39
Silvi Clúa,ESP,MF,Girona,La Liga,19,2005,4,2,163,1.8,0,0,0,0,0,0,0,0,0,0,0,0.1,4,3,3,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04
Nathaniel Clyne,ENG,"DF,MF",Crystal Palace,Premier League,33,1991,13,5,483,5.4,0,0,0,0,0,0,1,0,0,0,0.3,0.3,6,7,8,0,0,0,0,0,0,0.06,0.06,0,0.06
Conor Coady,ENG,DF,Leicester City,Premier League,31,1993,22,19,1714,19,1,0,1,1,0,0,3,0,0.4,0.4,0.1,0.5,3,32,0,0.05,0,0.05,0.05,0.05,0.02,0,0.03,0.02,0.03
Marcus Coco,FRA,DF,Nantes,Ligue 1,28,1996,20,10,951,10.6,0,1,1,0,0,0,3,2,0.1,0.1,1.2,1.3,12,34,40,0,0.09,0.09,0,0.09,0.01,0.12,0.12,0.01,0.12
Saúl Coco,EQG,DF,Torino,Serie A,25,1999,32,32,2845,31.6,2,0,2,2,0,0,10,0,1.2,1.2,0,1.2,17,70,3,0.06,0,0.06,0.06,0.06,0.04,0,0.04,0.04,0.04
Séamus Coleman,IRL,DF,Everton,Premier League,35,1988,5,3,215,2.4,0,0,0,0,0,0,1,0,0.6,0.6,0,0.6,1,11,7,0,0,0,0,0,0.24,0,0.24,0.24,0.24
Nathan Collins,IRL,DF,Brentford,Premier League,23,2001,38,38,3420,38,2,3,5,2,0,0,5,0,2.5,2.5,1.8,4.3,32,127,18,0.05,0.08,0.13,0.05,0.13,0.07,0.05,0.11,0.07,0.11
Nnamdi Collins,GER,DF,Eint Frankfurt,Bundesliga,20,2004,24,15,1489,16.5,1,1,2,1,0,0,4,0,0.8,0.8,1,1.8,30,63,42,0.06,0.06,0.12,0.06,0.12,0.05,0.06,0.11,0.05,0.11
Toby Collyer,ENG,MF,Manchester Utd,Premier League,20,2004,6,0,179,2,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,0,5,2,0,0,0,0,0,0.09,0.13,0.22,0.09,0.22
Lorenzo Colombo,ITA,"FW,MF",Empoli,Serie A,22,2002,37,26,2233,24.8,6,2,8,5,1,1,5,1,5.9,5.1,2.9,8,27,48,116,0.24,0.08,0.32,0.2,0.28,0.24,0.12,0.35,0.21,0.32
Andrea Colpani,ITA,"FW,MF",Fiorentina,Serie A,25,1999,24,17,1432,15.9,2,1,3,2,0,0,1,0,2.7,2.7,1.3,3.9,37,57,129,0.13,0.06,0.19,0.13,0.19,0.17,0.08,0.24,0.17,0.24
Levi Colwill,ENG,DF,Chelsea,Premier League,21,2003,35,35,3149,35,2,1,3,2,0,0,9,0,1.9,1.9,1.1,3,14,131,12,0.06,0.03,0.09,0.06,0.09,0.05,0.03,0.09,0.05,0.09
Florinel Coman,ROU,"FW,MF",Cagliari,Serie A,26,1998,9,2,263,2.9,1,0,1,1,0,0,2,0,0.2,0.2,0,0.2,5,5,22,0.34,0,0.34,0.34,0.34,0.08,0.01,0.08,0.08,0.08
Kingsley Coman,FRA,FW,Bayern Munich,Bundesliga,28,1996,28,14,1282,14.2,5,4,9,5,0,0,0,0,4.3,4.3,3.3,7.6,66,45,215,0.35,0.28,0.63,0.35,0.63,0.3,0.23,0.53,0.3,0.53
Eray Cömert,SUI,"DF,MF",Valladolid,La Liga,26,1998,25,21,1779,19.8,0,0,0,0,0,0,6,0,0.9,0.9,0,0.9,9,48,5,0,0,0,0,0,0.04,0,0.04,0.04,0.04
Santi Comesaña,ESP,MF,Villarreal,La Liga,27,1996,35,30,2560,28.4,4,2,6,4,0,0,7,0,4.6,4.6,2,6.6,39,154,58,0.14,0.07,0.21,0.14,0.21,0.16,0.07,0.23,0.16,0.23
Pietro Comuzzo,ITA,DF,Fiorentina,Serie A,19,2005,32,23,2110,23.4,1,0,1,1,0,0,5,0,0.5,0.5,0.6,1.1,14,75,12,0.04,0,0.04,0.04,0.04,0.02,0.02,0.05,0.02,0.05
Francisco Conceição,POR,"FW,MF",Juventus,Serie A,21,2002,26,12,1340,14.9,3,3,6,3,0,0,5,1,2.3,2.3,4.3,6.6,95,35,143,0.2,0.2,0.4,0.2,0.4,0.16,0.29,0.45,0.16,0.45
Diego Conde,ESP,GK,Villarreal,La Liga,25,1998,22,22,1962,21.8,0,1,1,0,0,0,2,0,0,0,0.2,0.2,0,0,0,0,0.05,0.05,0,0.05,0,0.01,0.01,0,0.01
Tomás Conechny,ARG,"FW,MF",Alavés,La Liga,26,1998,22,9,847,9.4,1,0,1,1,0,0,8,0,2.4,2.4,0.3,2.7,14,23,61,0.11,0,0.11,0.11,0.11,0.26,0.03,0.29,0.26,0.29
Alois Confais,FRA,MF,Le Havre,Ligue 1,27,1996,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sirlord Conteh,GER,"FW,MF",Heidenheim,Bundesliga,28,1996,29,4,892,9.9,1,1,2,1,0,0,2,0,2.1,2.1,2.6,4.7,29,19,75,0.1,0.1,0.2,0.1,0.2,0.21,0.26,0.47,0.21,0.47
Lewis Cook,ENG,"MF,DF",Bournemouth,Premier League,27,1997,36,32,2978,33.1,1,3,4,1,0,0,8,1,0.9,0.9,4.1,5.1,33,158,52,0.03,0.09,0.12,0.03,0.12,0.03,0.12,0.15,0.03,0.15
Copete,ESP,DF,Mallorca,La Liga,24,1999,25,16,1528,17,0,0,0,0,0,0,6,0,0.5,0.5,0,0.5,10,47,2,0,0,0,0,0,0.03,0,0.03,0.03,0.03
Diego Coppola,ITA,DF,Hellas Verona,Serie A,20,2003,34,33,2927,32.5,2,0,2,2,0,0,10,0,0.7,0.7,0.1,0.8,4,48,3,0.06,0,0.06,0.06,0.06,0.02,0,0.02,0.02,0.02
Francis Coquelin,FRA,MF,Nantes,Ligue 1,33,1991,6,3,224,2.5,1,1,2,1,0,0,1,0,1,1,1.1,2.1,3,8,2,0.4,0.4,0.8,0.4,0.8,0.42,0.44,0.86,0.42,0.86
Iker Córdoba,ESP,DF,Valencia,La Liga,18,2005,2,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,1,1,0,0,0,0,0,0,0.45,0.45,0,0.45
Derek Cornelius,CAN,DF,Marseille,Ligue 1,26,1997,21,17,1420,15.8,0,0,0,0,0,0,9,2,0.9,0.9,0.1,1,10,68,11,0,0,0,0,0,0.06,0.01,0.06,0.06,0.06
Maxwel Cornet,CIV,FW,Southampton,Premier League,27,1996,2,1,72,0.8,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,1,0,5,0,0,0,0,0,0.2,0,0.2,0.2,0.2
Maxwel Cornet,CIV,"FW,MF",Genoa,Serie A,27,1996,7,2,246,2.7,2,1,3,2,0,0,0,0,1,1,0.6,1.6,8,4,26,0.73,0.37,1.1,0.73,1.1,0.37,0.22,0.59,0.37,0.59
Pierre Cornud,FRA,DF,Saint-Étienne,Ligue 1,27,1996,11,7,576,6.4,0,0,0,0,0,0,2,0,0,0,0.3,0.3,11,19,17,0,0,0,0,0,0,0.05,0.05,0,0.05
Ángel Correa,ARG,"FW,MF",Atlético Madrid,La Liga,29,1995,31,3,805,8.9,4,1,5,4,0,0,3,1,4.5,4.5,2.1,6.6,30,25,85,0.45,0.11,0.56,0.45,0.56,0.51,0.23,0.74,0.51,0.74
Joaquín Correa,ARG,"FW,MF",Inter,Serie A,29,1994,19,6,731,8.1,2,2,4,2,0,0,3,0,2.1,2.1,2,4.1,22,42,45,0.25,0.25,0.49,0.25,0.49,0.26,0.24,0.5,0.26,0.5
Thierry Correia,POR,DF,Valencia,La Liga,25,1999,11,9,768,8.5,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,16,44,48,0,0,0,0,0,0.04,0.04,0.08,0.04,0.08
Alberto costa,POR,DF,Juventus,Serie A,20,2003,9,3,357,4,0,1,1,0,0,0,3,0,0.6,0.6,0.2,0.8,8,8,25,0,0.25,0.25,0,0.25,0.15,0.05,0.2,0.15,0.2
Coba da Costa,ESP,"MF,FW",Getafe,La Liga,22,2002,19,12,1006,11.2,1,1,2,1,0,0,4,0,1.1,1.1,1.4,2.6,46,16,83,0.09,0.09,0.18,0.09,0.18,0.1,0.13,0.23,0.1,0.23
Danny da Costa,GER,DF,Mainz 05,Bundesliga,31,1993,25,25,2006,22.3,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,21,109,22,0,0.04,0.04,0,0.04,0,0.03,0.03,0,0.03
David Costa,POR,"MF,FW",Lens,Ligue 1,23,2001,11,3,352,3.9,0,0,0,0,0,0,0,1,1.2,1.2,0.4,1.6,14,24,20,0,0,0,0,0,0.31,0.1,0.41,0.31,0.41
Logan Costa,CPV,DF,Villarreal,La Liga,23,2001,32,28,2587,28.7,2,1,3,2,0,0,3,0,0.7,0.7,0.6,1.3,25,116,10,0.07,0.03,0.1,0.07,0.1,0.02,0.02,0.05,0.02,0.05
Logan Costa,CPV,DF,Toulouse,Ligue 1,23,2001,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1,4,1,0,0,0,0,0,0,0.5,0.5,0,0.5
Samu Costa,POR,MF,Mallorca,La Liga,23,2000,32,31,2649,29.4,0,2,2,0,0,0,10,1,1.8,1.8,1.2,3,24,116,69,0,0.07,0.07,0,0.07,0.06,0.04,0.1,0.06,0.1
Grégoire Coudert,FRA,GK,Brest,Ligue 1,25,1999,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vladimír Coufal,CZE,DF,West Ham,Premier League,31,1992,22,11,1067,11.9,0,0,0,0,0,0,5,0,0.3,0.3,0.7,1,26,39,33,0,0,0,0,0,0.03,0.06,0.08,0.03,0.08
Lassana Coulibaly,MLI,MF,Lecce,Serie A,28,1996,38,30,2667,29.6,1,0,1,1,0,0,3,0,0.8,0.8,0.9,1.7,21,93,49,0.03,0,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.06
Lasso Coulibaly,CIV,"FW,MF",Auxerre,Ligue 1,21,2002,3,0,45,0.5,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.3,0,0,4,2,0,2,2,2,0.56,0.13,0.69,0.56,0.69
Mamadou Coulibaly,FRA,MF,Monaco,Ligue 1,20,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,1,0,0,0,0,0,0.85,0,0.85,0.85,0.85
Soumaïla Coulibaly,FRA,DF,Brest,Ligue 1,20,2003,7,5,438,4.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,1,16,0,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05
Tanguy Coulibaly,FRA,"FW,MF",Montpellier,Ligue 1,23,2001,25,17,1485,16.5,3,0,3,3,0,0,4,2,3.5,3.5,1.3,4.8,48,20,97,0.18,0,0.18,0.18,0.18,0.22,0.08,0.31,0.22,0.31
Woyo Coulibaly,MLI,DF,Leicester City,Premier League,25,1999,4,1,109,1.2,0,0,0,0,0,0,1,0,0,0,0,0,4,3,2,0,0,0,0,0,0.04,0,0.04,0.04,0.04
Woyo Coulibaly,MLI,DF,Parma,Serie A,25,1999,14,12,1084,12,0,1,1,0,0,0,1,1,0.1,0.1,0.9,1.1,36,41,23,0,0.08,0.08,0,0.08,0.01,0.08,0.09,0.01,0.09
Marius Courcoul,FRA,"MF,DF",Angers,Ligue 1,17,2007,8,3,309,3.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,5,7,7,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04
Thibaut Courtois,BEL,GK,Real Madrid,La Liga,32,1992,30,30,2700,30,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yan Couto,BRA,"DF,FW",Dortmund,Bundesliga,22,2002,21,8,895,9.9,0,0,0,0,0,0,5,0,0.3,0.3,0.9,1.2,46,68,83,0,0,0,0,0,0.03,0.09,0.12,0.03,0.12
Nicolas Cozza,FRA,"DF,MF",Nantes,Ligue 1,25,1999,27,23,2051,22.8,1,0,1,1,0,0,3,1,1.4,1.4,1.4,2.8,25,64,56,0.04,0,0.04,0.04,0.04,0.06,0.06,0.12,0.06,0.12
Aaron Cresswell,ENG,DF,West Ham,Premier League,34,1989,18,10,824,9.2,0,0,0,0,0,0,3,0,0.2,0.2,1.3,1.6,6,36,4,0,0,0,0,0,0.03,0.15,0.17,0.03,0.17
Charlie Cresswell,ENG,DF,Toulouse,Ligue 1,21,2002,31,29,2592,28.8,3,1,4,3,0,0,5,0,3.3,3.3,1.7,5,8,69,13,0.1,0.03,0.14,0.1,0.14,0.11,0.06,0.17,0.11,0.17
Bryan Cristante,ITA,MF,Roma,Serie A,29,1995,30,23,2045,22.7,4,2,6,4,0,0,8,0,2.1,2.1,1.4,3.5,25,145,41,0.18,0.09,0.26,0.18,0.26,0.09,0.06,0.15,0.09,0.15
Domen Črnigoj,SVN,MF,Venezia,Serie A,28,1995,8,1,136,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,4,4,6,0,0,0,0,0,0.07,0,0.07,0.07,0.07
