player,nation,position,squad,competition,age,born,90s,passes_attempted,liveball_passes,deadball_passes,fk_passes,throughball_passes,switches,crosses,throwins,cornerkicks,inswingingcorners,outswingingcorners,straightcorners,totalpasscomp,passes_offside,passes_blocked
Loïc Bade,FRA,DF,Sevilla,La Liga,24,2000,29.8,1822,1752,62,48,1,18,8,6,0,0,0,0,1562,8,9
Milan Badelj,CRO,MF,Genoa,Serie A,35,1989,16.4,836,794,37,31,4,7,5,3,2,0,0,0,681,5,10
Benoît Badiashile,FRA,DF,Chelsea,Premier League,23,2001,3.7,304,288,15,5,0,1,0,0,0,0,0,0,273,1,0
Alex Baena,ESP,"MF,FW",Villarreal,La Liga,23,2001,28.8,1287,1082,192,52,22,20,207,24,107,43,42,0,857,13,41
Juma Bah,SLE,DF,Valladolid,La Liga,18,2006,9.6,407,393,12,11,0,1,0,0,0,0,0,0,330,2,3
Juma Bah,SLE,DF,Lens,Ligue 1,18,2006,7.6,378,358,18,9,0,1,0,0,0,0,0,0,353,2,1
Leon Bailey,JAM,"FW,MF",Aston Villa,Premier League,26,1997,12.7,390,369,18,0,5,1,34,1,17,9,0,0,277,3,24
Eric Bailly,CIV,DF,Villarreal,La Liga,30,1994,6.9,320,300,19,11,0,0,0,2,0,0,0,0,280,1,1
Theo Bair,CAN,FW,Auxerre,Ligue 1,24,1999,10.4,213,206,7,0,0,1,7,1,0,0,0,0,132,0,5
Stefan Bajcetic,ESP,"MF,DF",Las Palmas,La Liga,19,2004,10.8,418,397,18,14,0,9,4,2,1,1,0,0,300,3,8
Cédric Bakambu,COD,FW,Betis,La Liga,33,1991,7.9,126,120,5,0,1,0,2,0,0,0,0,0,84,1,7
Mitchel Bakker,NED,MF,Atalanta,Serie A,24,2000,0.2,9,8,1,0,0,0,1,0,1,0,1,0,7,0,0
Mitchel Bakker,NED,"FW,DF",Lille,Ligue 1,24,2000,12.7,641,580,60,8,2,1,68,30,22,8,11,0,499,1,14
Darryl Bakola,FRA,"DF,MF",Marseille,Ligue 1,16,2007,0.2,13,13,0,0,0,0,0,0,0,0,0,0,12,0,0
Ridle Baku,GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13,514,467,46,6,3,2,37,40,0,0,0,0,381,1,22
Ridle Baku,GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,638,547,88,5,5,3,34,83,0,0,0,0,480,3,22
Dilane Bakwa,FRA,"MF,DF",Strasbourg,Ligue 1,21,2002,27.7,1109,961,141,48,11,15,153,31,62,29,27,0,808,7,23
Tommaso Baldanzi,ITA,"MF,FW",Roma,Serie A,21,2003,9.2,363,344,17,2,4,1,7,10,0,0,0,0,305,2,14
Alejandro Balde,ESP,DF,Barcelona,La Liga,20,2003,25.4,1484,1287,193,32,3,2,67,161,0,0,0,0,1306,4,28
Keita Baldé,SEN,FW,Monza,Serie A,29,1995,7.1,223,215,8,2,0,0,6,1,1,0,0,0,199,0,4
Carlos Baleba,CMR,MF,Brighton,Premier League,20,2004,29.6,1314,1289,23,10,7,3,9,3,0,0,0,0,1149,2,14
Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,25,1999,25.3,2516,2452,61,44,3,8,2,1,0,0,0,0,2360,3,12
Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,32,1992,13.3,649,471,176,12,0,1,19,164,0,0,0,0,492,2,20
Fodé Ballo-Touré,SEN,"DF,MF",Le Havre,Ligue 1,27,1997,6.5,311,221,90,26,0,1,21,63,1,0,1,0,259,0,11
Botond Balogh,HUN,DF,Parma,Serie A,22,2002,22.8,964,891,72,43,0,1,1,5,0,0,0,0,861,1,8
Folarin Balogun,USA,FW,Monaco,Ligue 1,23,2001,6.8,125,118,6,0,0,0,5,1,0,0,0,0,85,1,6
Mario Balotelli,ITA,"FW,MF",Genoa,Serie A,33,1990,0.7,15,14,0,0,0,1,3,0,0,0,0,0,4,1,1
Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,34,1990,16.8,585,551,34,13,1,1,5,20,0,0,0,0,518,0,4
Jonathan Bamba,CIV,"FW,MF",Celta Vigo,La Liga,28,1996,9,364,347,14,2,3,1,25,11,1,0,0,0,287,3,12
Mohamed Bamba,CIV,MF,Reims,Ligue 1,19,2004,0.1,19,19,0,0,0,1,0,0,0,0,0,0,16,0,1
Samuel Bamba,GER,"FW,MF",Bochum,Bundesliga,20,2004,0.3,22,20,2,1,0,0,5,0,1,1,0,0,17,0,1
Lameck Banda,ZAM,"FW,MF",Lecce,Serie A,23,2001,6.8,162,155,7,2,2,1,26,3,2,1,1,0,125,0,3
Daniel Bandeira,POR,MF,Hellas Verona,Serie A,24,2000,4.5,235,221,14,7,0,1,8,0,7,4,3,0,194,0,1
Mattia Bani,ITA,DF,Genoa,Serie A,30,1993,16.7,879,844,32,30,0,3,4,1,0,0,0,0,768,3,5
Noahkai Banks,USA,DF,Augsburg,Bundesliga,17,2006,3.1,168,157,11,4,0,0,2,6,0,0,0,0,156,0,0
Scott Banks,SCO,"FW,MF",St. Pauli,Bundesliga,22,2001,1.3,33,33,0,0,0,0,5,0,0,0,0,0,21,0,0
Adrian Baquerin,ESP,FW,Valladolid,La Liga,17,2007,0.5,10,9,1,1,0,0,0,0,0,0,0,0,9,0,0
Antonín Barák,CZE,MF,Fiorentina,Serie A,29,1994,0.6,20,20,0,0,0,0,1,0,0,0,0,0,17,0,0
Federico Barba,ITA,DF,Como,Serie A,30,1993,4.8,292,263,29,12,0,1,3,9,0,0,0,0,258,0,0
Valentín Barco,ARG,"DF,FW",Sevilla,La Liga,20,2004,3.2,191,141,48,9,2,2,24,30,9,0,5,0,139,2,5
Valentín Barco,ARG,"MF,DF",Strasbourg,Ligue 1,20,2004,12.9,777,708,68,17,2,4,31,48,2,1,0,0,644,1,16
Bradley Barcola,FRA,FW,Paris S-G,Ligue 1,21,2002,24.2,917,894,19,5,6,2,25,12,2,0,0,0,749,4,22
Melvin Bard,FRA,"DF,MF",Nice,Ligue 1,23,2000,21.5,1166,998,162,24,4,0,60,136,1,0,0,0,903,6,29
Nicolò Barella,ITA,MF,Inter,Serie A,27,1997,27.3,1808,1742,48,31,18,23,68,7,10,1,8,0,1484,18,28
Gabriel Bares,SUI,"MF,DF",Montpellier,Ligue 1,23,2000,0.6,40,39,1,1,0,0,1,0,0,0,0,0,34,0,0
Borna Barišić,CRO,DF,Leganés,La Liga,31,1992,0.1,4,2,1,0,0,0,0,1,0,0,0,0,3,1,0
Téo Barisic,FRA,DF,Lyon,Ligue 1,19,2004,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Kike Barja,ESP,"FW,MF",Osasuna,La Liga,27,1997,3.5,114,99,13,2,0,1,37,3,8,0,7,0,74,2,8
Ross Barkley,ENG,MF,Aston Villa,Premier League,30,1993,6.5,395,381,13,11,0,3,1,1,0,0,0,0,337,1,9
Aymen Barkok,MAR,MF,Mainz 05,Bundesliga,26,1998,0.8,37,35,2,1,0,0,5,0,1,1,0,0,26,0,2
Harvey Barnes,ENG,FW,Newcastle Utd,Premier League,26,1997,19.5,607,590,15,3,5,1,47,10,2,0,0,0,474,2,17
Enzo Barrenechea,ARG,MF,Valencia,La Liga,23,2001,24.3,1352,1292,55,54,3,22,3,1,0,0,0,0,1170,5,11
Ander Barrenetxea,ESP,"MF,FW",Real Sociedad,La Liga,22,2001,14,529,506,19,1,1,11,54,11,7,4,0,0,375,4,27
Pablo Barrios,ESP,MF,Atlético Madrid,La Liga,21,2003,25.9,1511,1478,30,23,5,11,26,5,0,0,0,0,1299,3,28
Thierno Barry,FRA,FW,Villarreal,La Liga,21,2002,25.8,337,328,9,0,4,1,5,0,0,0,0,0,209,0,8
Davide Bartesaghi,ITA,DF,Milan,Serie A,18,2005,1.3,76,69,7,1,0,0,10,5,1,0,0,0,65,0,3
Marc Bartra,ESP,DF,Betis,La Liga,33,1991,23.3,1163,1093,63,50,3,19,1,5,0,0,0,0,945,7,8
Federico Baschirotto,ITA,DF,Lecce,Serie A,27,1996,38,1635,1462,170,78,0,15,5,9,0,0,0,0,1409,3,5
Daniele Baselli,ITA,MF,Como,Serie A,32,1992,0.2,27,26,1,1,0,0,0,0,0,0,0,0,24,0,0
Calvin Bassey,NGA,DF,Fulham,Premier League,24,1999,34.2,2155,2025,128,48,0,10,8,8,0,0,0,0,1934,2,17
Aboubacar Bassinga,CIV,MF,Las Palmas,La Liga,19,2005,0,4,4,0,0,1,0,0,0,0,0,0,0,2,0,0
Alessandro Bastoni,ITA,DF,Inter,Serie A,25,1999,25.9,2225,1990,223,74,3,22,61,115,0,0,0,0,1966,12,18
Augusto Batalla,ARG,GK,Rayo Vallecano,La Liga,28,1996,32,1177,882,291,107,0,2,0,0,0,0,0,0,784,4,3
Michy Batshuayi,BEL,FW,Eint Frankfurt,Bundesliga,30,1993,3.3,66,61,4,1,0,0,1,0,0,0,0,0,53,1,0
Dylan Batubinsika,COD,DF,Saint-Étienne,Ligue 1,28,1996,22.4,1217,1179,34,28,1,0,1,6,0,0,0,0,1112,4,4
Maximilian Bauer,GER,DF,Augsburg,Bundesliga,24,2000,7.3,340,320,19,11,0,2,4,4,0,0,0,0,275,1,2
Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,34,1990,28,1062,844,215,79,3,2,0,0,0,0,0,0,734,3,0
Christoph Baumgartner,AUT,MF,RB Leipzig,Bundesliga,24,1999,17.9,617,581,27,3,10,1,14,9,1,0,0,0,421,9,29
Rafael Bauza,ESP,MF,Espanyol,La Liga,19,2005,2,54,52,2,2,1,1,0,0,0,0,0,0,46,0,1
Altay Bayındır,TUR,GK,Manchester Utd,Premier League,26,1998,4,152,121,31,7,0,0,0,0,0,0,0,0,92,0,2
Ihlas Bebou,TOG,MF,Hoffenheim,Bundesliga,30,1994,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
Adrian Beck,GER,"MF,FW",Heidenheim,Bundesliga,27,1997,17.8,725,671,53,3,0,4,32,14,17,10,6,0,581,1,19
Sheraldo Becker,SUR,"FW,MF",Real Sociedad,La Liga,29,1995,11.1,313,304,8,0,0,1,64,4,2,0,0,0,200,1,14
Timo Becker,GER,DF,Holstein Kiel,Bundesliga,27,1997,27.2,1026,840,186,41,1,14,22,145,0,0,0,0,794,0,26
Jan Bednarek,POL,DF,Southampton,Premier League,28,1996,28.1,1687,1606,79,33,0,7,1,1,0,0,0,0,1564,2,4
Donny van de Beek,NED,MF,Girona,La Liga,27,1997,15.8,447,438,9,0,2,2,11,0,0,0,0,0,365,0,13
Hannes Behrens,GER,DF,Hoffenheim,Bundesliga,,,0.3,22,21,1,0,0,0,0,1,0,0,0,0,16,0,0
Kevin Behrens,GER,FW,Wolfsburg,Bundesliga,33,1991,1.9,79,76,3,0,0,1,0,1,0,0,0,0,48,0,2
Maximilian Beier,GER,"FW,MF",Dortmund,Bundesliga,21,2002,17.7,413,396,13,0,1,0,16,10,0,0,0,0,291,4,22
Luken Beitia,ESP,DF,Real Sociedad,La Liga,20,2004,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
Ismael Bekhoucha,MAR,"MF,DF",Getafe,La Liga,19,2004,0.8,24,19,4,2,0,0,1,2,0,0,0,0,17,1,0
Reda Belahyane,MAR,MF,Hellas Verona,Serie A,20,2004,18.4,701,685,15,14,1,3,3,1,0,0,0,0,587,1,9
Reda Belahyane,MAR,MF,Lazio,Serie A,20,2004,2.2,94,93,1,0,0,0,0,1,0,0,0,0,85,0,1
Haris Belkebla,ALG,MF,Angers,Ligue 1,30,1994,19.9,830,804,24,22,0,3,3,2,0,0,0,0,727,2,14
Yassin Belkhdim,FRA,MF,Angers,Ligue 1,22,2002,16.9,487,484,3,2,1,4,16,1,0,0,0,0,394,0,17
Stefan Bell,GER,DF,Mainz 05,Bundesliga,32,1991,16,719,691,23,20,0,2,0,1,0,0,0,0,565,5,4
Armel Bella Kotchap,GER,DF,Southampton,Premier League,22,2001,3.7,224,219,4,4,0,0,0,0,0,0,0,0,202,1,1
Raoul Bellanova,ITA,DF,Torino,Serie A,24,2000,1,43,35,7,0,0,0,5,7,0,0,0,0,31,1,0
Raoul Bellanova,ITA,DF,Atalanta,Serie A,24,2000,26.7,1264,1048,214,10,0,3,156,182,22,0,22,0,977,2,37
Jean-Ricner Bellegarde,FRA,"MF,FW",Wolves,Premier League,26,1998,18.6,599,575,23,9,5,4,44,3,5,4,0,0,475,1,21
Héctor Bellerín,ESP,DF,Betis,La Liga,29,1995,6.4,328,277,51,6,2,0,10,45,0,0,0,0,270,0,6
Jude Bellingham,ENG,MF,Real Madrid,La Liga,21,2003,27.6,1548,1490,48,21,22,19,18,11,1,0,0,0,1333,10,27
Jeanuël Belocian,FRA,"DF,MF",Leverkusen,Bundesliga,19,2005,0.8,40,35,5,1,0,0,0,4,0,0,0,0,34,0,1
Andrea Belotti,ITA,FW,Como,Serie A,30,1993,6.6,120,108,12,0,1,0,5,0,0,0,0,0,90,0,6
Fran Beltrán,ESP,MF,Celta Vigo,La Liga,25,1999,26.9,1482,1428,50,46,7,14,5,2,1,0,1,0,1313,4,16
Lucas Beltrán,ARG,"FW,MF",Fiorentina,Serie A,23,2001,20.7,591,556,31,2,4,5,7,6,0,0,0,0,459,4,10
Eliesse Ben Seghir,MAR,"MF,FW",Monaco,Ligue 1,19,2005,19.4,951,885,64,12,14,3,52,8,34,18,11,0,754,2,18
Carlos Benavídez,URU,MF,Alavés,La Liga,26,1998,5.4,232,225,5,2,5,1,1,1,0,0,0,0,161,2,5
Adrian Benedyczak,POL,"FW,MF",Parma,Serie A,23,2000,2.4,52,50,2,1,0,1,1,0,0,0,0,0,35,0,1
László Bénes,SVK,"MF,FW",Union Berlin,Bundesliga,26,1997,6.5,330,273,56,27,1,1,48,6,22,9,12,0,223,1,7
Iker Benito,ESP,"FW,MF",Osasuna,La Liga,21,2002,0.4,13,13,0,0,0,0,2,0,0,0,0,0,9,0,0
Ismaël Bennacer,ALG,MF,Milan,Serie A,26,1997,3.3,221,210,11,7,0,5,6,1,3,2,0,0,197,0,1
Ismaël Bennacer,ALG,MF,Marseille,Ligue 1,26,1997,7.2,810,765,41,18,3,1,28,1,22,12,10,0,737,4,7
Saïd Benrahma,ALG,"FW,MF",Lyon,Ligue 1,28,1995,8.2,358,334,20,6,1,2,43,2,12,4,6,0,258,4,11
Ramy Bensebaini,ALG,DF,Dortmund,Bundesliga,29,1995,22.5,1478,1283,194,41,4,5,36,133,14,13,0,0,1273,1,18
Nabil Bentaleb,ALG,MF,Lille,Ligue 1,29,1994,3.7,244,235,8,7,0,4,6,0,1,0,1,0,210,1,1
Rodrigo Bentancur,URU,MF,Tottenham,Premier League,27,1997,18.3,1076,1036,38,31,4,2,4,2,0,0,0,0,946,2,19
Daniel Bentley,ENG,GK,Wolves,Premier League,31,1993,2,65,45,20,7,0,0,0,0,0,0,0,0,49,0,0
Lucas Beraldo,BRA,DF,Paris S-G,Ligue 1,20,2003,22.3,2132,2072,55,29,1,9,3,25,0,0,0,0,2013,5,6
Yuri Berchiche,ESP,DF,Athletic Club,La Liga,34,1990,22.7,1398,1149,246,27,0,19,42,219,0,0,0,0,1174,3,19
Álex Berenguer,ESP,"FW,MF",Athletic Club,La Liga,29,1995,26,954,769,178,57,7,3,178,15,101,42,36,1,628,7,28
Sander Berge,NOR,MF,Fulham,Premier League,26,1998,24.7,1193,1152,41,40,3,7,3,1,0,0,0,0,1091,0,8
Lucas Bergvall,SWE,MF,Tottenham,Premier League,18,2006,13.5,720,675,44,21,0,8,21,10,8,5,2,0,629,1,11
Medon Berisha,ALB,MF,Lecce,Serie A,20,2003,8,400,346,52,29,2,6,29,5,15,5,10,0,312,2,4
Mergim Berisha,GER,"FW,MF",Hoffenheim,Bundesliga,26,1998,3.7,56,53,2,0,3,1,3,0,0,0,0,0,39,1,0
Mergim Berisha,GER,FW,Augsburg,Bundesliga,26,1998,0.4,9,9,0,0,0,0,1,0,0,0,0,0,6,0,0
Adrian Bernabe,ESP,MF,Parma,Serie A,23,2001,16.1,984,880,102,63,5,14,29,2,22,11,5,0,823,2,18
Marc Bernal,ESP,MF,Barcelona,La Liga,17,2007,2.7,160,154,6,6,0,1,0,0,0,0,0,0,148,0,2
Bernardo,BRA,DF,Bochum,Bundesliga,29,1995,19.8,991,941,47,26,0,2,14,17,0,0,0,0,730,3,30
Juan Bernat,ESP,"DF,MF",Villarreal,La Liga,31,1993,2.4,130,110,18,2,0,0,9,14,2,1,1,0,101,2,4
Juan Bernat,ESP,"MF,DF",Getafe,La Liga,31,1993,7.8,198,182,14,0,0,0,13,14,0,0,0,0,142,2,14
Maxime Bernauer,FRA,DF,Saint-Étienne,Ligue 1,26,1998,8.5,469,452,14,12,1,4,0,1,0,0,0,0,413,3,3
Antoine Bernede,FRA,MF,Hellas Verona,Serie A,25,1999,6.6,242,231,11,2,0,3,13,4,4,2,2,0,178,0,10
Alexander Bernhardsson,SWE,"FW,MF",Holstein Kiel,Bundesliga,25,1998,14,319,294,23,4,2,4,34,8,10,4,5,1,193,2,13
Victor Bernth Kristiansen,DEN,DF,Leicester City,Premier League,21,2002,27.6,1321,1067,246,40,1,2,97,189,17,14,2,0,1023,8,24
Matúš Bero,SVK,MF,Bochum,Bundesliga,28,1995,28.5,1317,1043,266,54,7,4,124,133,68,41,25,0,894,8,37
Juan Berrocal,ESP,DF,Getafe,La Liga,25,1999,11.8,377,358,19,17,0,3,0,0,0,0,0,0,287,0,1
Dimitry Bertaud,COD,GK,Montpellier,Ligue 1,26,1998,4,114,80,33,6,0,0,0,0,0,0,0,0,82,1,0
Jan-Niklas Beste,GER,"FW,MF",Freiburg,Bundesliga,25,1999,2.4,94,79,15,7,0,0,20,3,5,2,1,0,70,0,2
Beto,GNB,FW,Everton,Premier League,26,1998,17,268,264,4,0,1,2,4,0,1,0,0,0,156,0,13
Sam Beukema,NED,DF,Bologna,Serie A,25,1998,33.5,2114,2034,76,69,3,19,8,6,0,0,0,0,1826,4,12
Alessandro Bianco,ITA,MF,Monza,Serie A,21,2002,28.9,1525,1438,80,69,4,13,23,4,0,0,0,0,1314,7,23
Alessandro Bianco,ITA,MF,Fiorentina,Serie A,21,2002,0.2,12,11,0,0,0,1,0,0,0,0,0,0,9,1,0
Mika Biereth,DEN,FW,Monaco,Ligue 1,21,2003,13.6,241,222,15,1,2,1,8,1,0,0,0,0,149,4,15
Jaka Bijol,SVN,DF,Udinese,Serie A,25,1999,32.9,1712,1642,66,41,2,12,3,4,0,0,0,0,1432,4,6
El Bilal Touré,MLI,"FW,MF",Stuttgart,Bundesliga,22,2001,4,96,94,0,0,1,0,0,0,0,0,0,0,75,2,3
Philip Billing,DEN,MF,Bournemouth,Premier League,28,1996,2,102,91,10,1,1,1,10,1,6,2,2,1,70,1,2
Philip Billing,DEN,MF,Napoli,Serie A,28,1996,2.2,101,100,0,0,1,0,2,0,0,0,0,0,79,1,2
Cristiano Biraghi,ITA,DF,Torino,Serie A,31,1992,12.9,717,536,178,38,0,5,107,100,40,23,15,0,513,3,17
Cristiano Biraghi,ITA,DF,Fiorentina,Serie A,31,1992,4.8,309,246,60,28,0,3,30,8,22,7,8,1,259,3,5
Samuele Birindelli,ITA,"DF,MF",Monza,Serie A,25,1999,16.3,621,534,85,5,0,1,64,80,0,0,0,0,470,2,17
Tom Bischof,GER,"MF,FW",Hoffenheim,Bundesliga,19,2005,28.4,1537,1344,186,67,3,6,145,13,97,35,42,3,1210,7,54
Yves Bissouma,MLI,MF,Tottenham,Premier League,27,1996,15.6,853,808,42,41,2,2,2,1,0,0,0,0,755,3,10
Leonardo Bittencourt,GER,MF,Werder Bremen,Bundesliga,30,1993,10.9,680,659,19,9,2,3,22,3,7,4,3,0,571,2,10
Emmanuel Biumla,FRA,DF,Angers,Ligue 1,19,2005,14.8,499,473,23,21,0,1,0,0,0,0,0,0,440,3,2
Marco Bizot,NED,GK,Brest,Ligue 1,33,1991,32,1121,818,300,84,0,2,0,0,0,0,0,0,775,3,0
Bjarki Bjarkason,ISL,"DF,MF",Venezia,Serie A,24,2000,1.8,89,83,6,0,1,1,7,6,0,0,0,0,78,0,3
Antonio Blanco,ESP,MF,Alavés,La Liga,24,2000,30.3,1278,1207,63,53,5,23,29,7,0,0,0,0,1013,8,24
Ludovic Blas,FRA,"MF,FW",Rennes,Ligue 1,26,1997,25.5,938,817,119,45,8,21,124,6,64,42,14,0,693,2,20
Daley Blind,NED,DF,Girona,La Liga,34,1990,30.9,2610,2402,198,65,4,32,42,119,1,0,0,0,2318,10,29
Myron Boadu,NED,FW,Bochum,Bundesliga,23,2001,11.6,195,183,12,0,0,0,3,0,0,0,0,0,139,0,11
Augustine Boakye,GHA,"FW,MF",Saint-Étienne,Ligue 1,23,2000,8.1,256,249,6,0,2,1,5,2,1,0,0,0,192,1,7
Oscar Bobb,NOR,FW,Manchester City,Premier League,21,2003,0.2,15,14,1,0,0,0,0,0,0,0,0,0,13,0,0
Mathéo Bodmer,FRA,MF,Le Havre,Ligue 1,20,2004,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Sacha Boey,FRA,DF,Bayern Munich,Bundesliga,23,2000,6.6,500,442,58,4,0,0,11,54,0,0,0,0,462,0,4
Jeremie Boga,CIV,"MF,FW",Nice,Ligue 1,27,1997,11.7,398,380,15,2,0,2,21,2,10,7,1,0,329,3,13
Lamare Bogarde,NED,"DF,MF",Aston Villa,Premier League,20,2004,5.3,272,239,31,14,0,0,0,17,0,0,0,0,240,2,1
Emil Bohinen,NOR,MF,Genoa,Serie A,25,1999,1.8,86,85,1,1,0,1,0,0,0,0,0,0,69,0,3
Adama Boiro,ESP,"DF,FW",Athletic Club,La Liga,22,2002,12.2,502,397,105,6,0,0,31,99,0,0,0,0,401,0,10
Willy Boly,CIV,DF,Nott'ham Forest,Premier League,33,1991,1.7,70,69,1,1,0,0,0,0,0,0,0,0,55,0,0
Moïse Bombito,CAN,DF,Nice,Ligue 1,24,2000,24.4,1404,1346,57,29,3,7,2,3,0,0,0,0,1266,1,8
Warren Bondo,FRA,MF,Monza,Serie A,20,2003,18,615,595,19,14,0,4,7,3,0,0,0,0,547,1,9
Warren Bondo,FRA,MF,Milan,Serie A,20,2003,1.8,84,82,2,2,0,0,1,0,0,0,0,0,77,0,1
Victor Boniface,NGA,FW,Leverkusen,Bundesliga,23,2000,11.2,245,237,6,0,1,2,6,2,0,0,0,0,172,2,7
Kevin Bonifazi,ITA,DF,Lecce,Serie A,28,1996,0.7,42,38,4,3,0,1,0,0,0,0,0,0,37,0,0
Ange-Yoan Bonny,FRA,FW,Parma,Serie A,20,2003,28.1,573,520,52,2,3,3,14,1,3,0,0,0,431,1,19
Sebastiaan Bornauw,BEL,DF,Wolfsburg,Bundesliga,25,1999,8.8,330,317,13,11,0,2,1,1,0,0,0,0,270,0,3
Sven Botman,NED,DF,Newcastle Utd,Premier League,24,2000,4.6,246,238,8,7,1,2,0,1,0,0,0,0,220,0,0
Saïmon Bouabré,FRA,"MF,FW",Monaco,Ligue 1,18,2006,1.1,29,29,0,0,0,0,0,0,0,0,0,0,20,0,1
Ayyoub Bouaddi,FRA,MF,Lille,Ligue 1,16,2007,12.8,555,547,7,4,1,2,3,3,0,0,0,0,487,1,13
Badredine Bouanani,ALG,"MF,FW",Nice,Ligue 1,19,2004,12.2,430,398,28,13,7,1,33,4,8,2,2,0,330,4,11
Benjamin Bouchouari,MAR,MF,Saint-Étienne,Ligue 1,22,2001,19.7,1040,1022,16,8,6,3,9,7,1,0,1,0,902,2,15
Hicham Boudaoui,ALG,MF,Nice,Ligue 1,24,1999,27.1,1134,1104,26,24,12,5,17,1,0,0,0,0,943,4,27
Carlo Boukhalfa,MAR,MF,St. Pauli,Bundesliga,25,1999,18.3,467,460,4,3,2,1,10,0,0,0,0,0,333,3,15
Justin Bourgault,FRA,DF,Brest,Ligue 1,18,2005,1.4,74,64,9,0,0,0,4,9,0,0,0,0,54,1,2
Benjamin Bourigeaud,FRA,MF,Rennes,Ligue 1,30,1994,0.9,48,40,8,2,0,1,6,0,6,4,1,0,36,0,1
Edoardo Bove,ITA,"MF,FW",Fiorentina,Serie A,22,2002,9.3,344,321,19,15,1,3,2,3,1,0,0,0,282,4,13
Jarrod Bowen,ENG,"FW,MF",West Ham,Premier League,27,1996,33,815,722,87,6,7,4,106,3,44,28,15,0,584,6,44
Enzo Boyomo,CMR,DF,Osasuna,La Liga,22,2001,33.2,1402,1326,74,50,4,6,2,18,0,0,0,0,1220,2,9
Enzo Boyomo,CMR,DF,Valladolid,La Liga,22,2001,3,190,182,8,4,0,1,0,0,0,0,0,0,174,0,0
Domagoj Bradarić,CRO,DF,Hellas Verona,Serie A,24,1999,21.5,780,571,208,21,0,5,78,162,25,12,10,0,565,1,25
Conor Bradley,NIR,DF,Liverpool,Premier League,21,2003,8.4,544,471,71,13,0,2,7,58,0,0,0,0,456,2,12
Bilal Brahimi,ALG,MF,Nice,Ligue 1,24,2000,0.8,40,35,5,0,0,0,5,3,2,1,1,0,35,0,1
Julian Brandt,GER,MF,Dortmund,Bundesliga,28,1996,25.6,1209,1157,48,7,18,3,71,18,20,11,6,0,953,4,30
Jarrad Branthwaite,ENG,DF,Everton,Premier League,22,2002,27.9,1198,1141,51,38,1,17,5,3,0,0,0,0,984,6,7
Darko Brašanac,SRB,MF,Leganés,La Liga,32,1992,18,502,482,19,1,1,1,11,3,0,0,0,0,380,1,20
Lilian Brassier,FRA,DF,Marseille,Ligue 1,24,1999,8.7,653,605,43,12,0,2,5,21,0,0,0,0,560,5,6
Lilian Brassier,FRA,DF,Rennes,Ligue 1,24,1999,13.7,919,882,34,27,1,8,9,3,0,0,0,0,787,3,8
Matthias Braunöder,AUT,MF,Como,Serie A,22,2002,3,146,143,3,3,0,0,0,0,0,0,0,0,128,0,1
Iker Bravo,ESP,"FW,MF",Udinese,Serie A,19,2005,7.6,196,176,18,5,1,0,8,3,6,2,2,0,159,2,4
James Bree,ENG,DF,Southampton,Premier League,26,1997,11.9,599,549,49,9,0,0,29,36,3,2,0,0,500,1,9
Tim Breithaupt,GER,MF,Augsburg,Bundesliga,22,2002,1.3,67,65,2,2,0,0,1,0,0,0,0,0,58,0,2
Gleison Bremer,BRA,DF,Juventus,Serie A,27,1997,6,504,496,8,6,0,1,0,1,0,0,0,0,468,0,0
Brenner,BRA,"MF,FW",Udinese,Serie A,24,2000,4.3,114,100,13,6,1,1,11,1,6,3,3,0,87,1,3
Ben Brereton,CHI,FW,Southampton,Premier League,25,1999,5,166,163,2,1,1,0,5,1,0,0,0,0,128,1,3
Marco Brescianini,ITA,MF,Atalanta,Serie A,24,2000,11,420,410,9,2,4,2,18,5,2,1,0,0,334,1,14
Maximilian Breunig,GER,"FW,MF",Heidenheim,Bundesliga,23,2000,3.9,81,78,3,0,0,1,1,3,0,0,0,0,47,0,6
Anthony Briançon,FRA,DF,Saint-Étienne,Ligue 1,29,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Broadhead,WAL,"MF,FW",Ipswich Town,Premier League,26,1998,7.8,228,218,10,0,3,1,9,2,3,3,0,0,178,0,11
Armando Broja,ALB,FW,Everton,Premier League,22,2001,3.7,73,72,0,0,0,0,1,0,0,0,0,0,53,1,1
David Brooks,WAL,"FW,MF",Bournemouth,Premier League,27,1997,10.7,411,366,44,14,3,0,52,10,17,7,4,0,310,1,14
Arvid Brorsson,SWE,DF,Monza,Serie A,25,1999,4,247,236,10,7,0,0,0,1,0,0,0,0,224,1,0
Moritz Broschinski,GER,"FW,MF",Bochum,Bundesliga,23,2000,15.4,295,274,19,1,0,0,28,2,0,0,0,0,187,2,24
